ITEMCODE,ITEMNAME,IT_PARTNO,IT_PARTNAME,UOM
IC-1.VBDS.VBDS.004959,ADVANCEVB350/VCI Bag/1120 x 1060 x 320 SFG,ADVANCEVB350,VCI Bag,PCS
IC-1.VBDS.VBDS.004960,ADVANCEVB400/VCI Bag/1120 x 1060 x 400 SFG,ADVANCEVB400,VCI Bag,PCS
IC-1.VBDS.VBDS.004961,ADVANCEVB720/VCI Bag/1120 x 1060 x 720 SFG,ADVANCEVB720,VCI Bag,PCS
IC-1.VBDS.VBDS.004962,ADVANCEVB960/VCI Bag/1120 x 1060 x 960 SFG,ADVANCEVB960,VCI Bag,PCS
IC-1.VBDS.VBDS.004963,PADMIVB11/VCI Bag/1187 X 787 X 142MM SFG,PADMIVB11,VCI Bag,PCS
IC-1.VBDS.VBDS.004964,PADMIVB24/VCI Bag/240 X 360 X 220 SFG,PADMIVB24,VCI Bag,PCS
IC-1.VBDS.VBDS.004965,PADMIVB31/VCI Bag/310 X 400 X 125 SFG,PADMIVB31,VCI Bag,PCS
IC-1.VBDS.VBDS.004966,"PADMIVB35/VCI Bag/350 X 250 X 160 MM , ( ECBV) SFG",PADMIVB35,VCI Bag,PCS
IC-1.VBDS.VBDS.004967,"PADMIVB88/VCI Bag/8 X 8 , 80 Micron SFG",PADMIVB88,VCI Bag,PCS
IC-1.VBDS.VBDS.004968,C&SVB100/VCI Bag/6 X 8 SFG,C&SVB100,VCI Bag,PCS
IC-1.VBDS.VBDS.005087,QHTALVB18/VCI Bag/4.5 X 18 INCH SFG,QHTALVB18,VCI Bag,PCS
IC-1.VBDS.VBDS.005088,QHTALVB19/VCI Bag/4.5 X 19 INCH SFG,QHTALVB19,VCI Bag,PCS
IC-1.LBDS.LBDS.005867,LD 2D Bag/24 x 36 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005868,LD 2D Bag/250 x 340 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005869,LD 2D Bag/250 x 550 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005870,LD 2D Bag/28 x 28 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005871,LD 2D Bag/3.6 x 4 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005872,LD 2D Bag/300 x 370 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005873,LD 2D Bag/450 x 600 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005874,LD 2D Bag/5 x 12 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005875,LD 2D Bag/5 x 16 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005876,LD 2D Bag/6 x 8  Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005877,LD 2D Bag/60 x 200 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005878,LD 2D Bag/60 x 280 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005879,LD 2D Bag/60 x 402 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005880,LD 2D Bag/60 x 470 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005881,LD 2D Bag/600 x 400 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005882,LD 2D Bag/7 x 8 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005883,LD 2D Bag/7 x 9 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005884,LD 2D Bag/8 x 12 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005885,LD 2D Bag/8 x 16 Inch SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005886,LD 2D Bag/80 x 1200 mm SFG,,LD 2D Bag,PCS
IC-1.LBDS.LBDS.005887,LD 2D Bag/9 x 12 Inch SFG,,LD 2D Bag,PCS
IC-1.VBDS.VBDS.005175,"JJGMAVB11/VCI Bag/110 X 110 MM, 100 Micron SFG",JJGMAVB11,VCI Bag,PCS
IC-1.VBDS.VBDS.005176,"JJGMAVB13/VCI Bag/130 X 150 MM, 100 Micron SFG",JJGMAVB13,VCI Bag,PCS
IC-1.VBDS.VBDS.005177,"JJGMAVB25/VCI Bag/250 X 250 MM, 100 Micron SFG",JJGMAVB25,VCI Bag,PCS
IC-1.VBDS.VBDS.005178,"JJGMAVB90/VCI Bag/90 X 90 MM, 100 Micron SFG",JJGMAVB90,VCI Bag,PCS
IC-1.VBDS.VBDS.005179,"SIDDHVB19/VCI Bag/19 X 14 X 15"" 1 Kg. SFG",SIDDHVB19,VCI Bag,PCS
IC-1.VBDS.VBDS.005180,"SIDDHVB38/VCI Bag/38 X 38 X 49"" 18 Kg. SFG",SIDDHVB38,VCI Bag,PCS
IC-1.VBDS.VBDS.005181,SIDDHVB45/VCI Bag/450 X 350 X 240 MM SFG,SIDDHVB45,VCI Bag,PCS
IC-1.VBDS.VBDS.005182,SILICVB276/VCI Bag/276 x 276 x 170 mm SFG,SILICVB276,VCI Bag,PCS
IC-1.VBDS.VBDS.005183,BLUESVB30/VCI Bag/30 X 30 X 30 SFG,BLUESVB30,VCI Bag,PCS
IC-1.VBDS.VBDS.005184,BAXYVB7/VCI Bag/7 X 12 75 Mic PRINTED SFG,BAXYVB7,VCI Bag,PCS
IC-1.VBDS.VBDS.005185,"OCAPCVB11/VCI Bag/1120 X 760 X 600 MM, 80 Mic. SFG",OCAPCVB11,VCI Bag,PCS
IC-1.VBDS.VBDS.005186,"OCAPCVB17/VCI Bag/1750 X 760 X 440 MM, 80 Mic. SFG",OCAPCVB17,VCI Bag,PCS
IC-1.VBDS.VBDS.005187,CAPARVB340/VCI Bag/340 X 500 SFG,CAPARVB340,VCI Bag,PCS
IC-1.VBDS.VBDS.005188,CAPARVB380/VCI Bag/380 X 600 mm SFG,CAPARVB380,VCI Bag,PCS
IC-1.VBDS.VBDS.005189,RECAUVB18/VCI Bag/180MMW (OPEN SIDE) X 220MML 100 MICRON SFG,RECAUVB18,VCI Bag,PCS
IC-1.VBDS.VBDS.005190,RECAUVB26/VCI Bag/260MMW (OPEN SIDE) X 290MML 100 MICRON SFG,RECAUVB26,VCI Bag,PCS
IC-1.VBDS.VBDS.005191,RECAUVB34/VCI Bag/340MMW (OPEN SIDE) X 430MML 100 MICRON SFG,RECAUVB34,VCI Bag,PCS
IC-1.VBDS.VBDS.005192,BOSCHRVB20/VCI Bag/20 X 12 X 30 SFG,BOSCHRVB20,VCI Bag,PCS
